"Job Offer Title";"Researcher Profile";"Company";"Fields";"Hours/Week";"Country";"City";"Where to Apply";"More Info"
"Postdoc on computational biology in the Machine Learning Group (f/m/x)";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"Helmholtz Zentrum München - German Research Center for Environmental Health (HMGU)";"Biological sciences ,Computer science ,Engineering ,Medical sciences ,Technology";"";"Germany";"Neuherberg (bei München)";"https://jobs.helmholtz-muenchen.de/jobposting/9fa771a1e022809263a5050f9a1947c280155477?ref=helmholtz";"https://euraxess.ec.europa.eu/jobs/684302"
"Research Scientist in Logistics and Supply Chain Management";"Recognised Researcher (R2)";"University of Luxembourg";"Economics ,Engineering ,Management sciences ,Other";"40";"Luxembourg";"Luxembourg";"https://emea3.recruitmentplatform.com/apply-app/pages/application-form?jobId=P4CFK026203F3VBQB7V7VV4AO-96682";"https://euraxess.ec.europa.eu/jobs/676117"
"Doctoral candidate (PhD student) in Psychology on “Learning to collaborate through Games”";"First Stage Researcher (R1)";"University of Luxembourg";"Computer science ,Psychological sciences";"40";"Luxembourg";"Luxembourg";"https://emea3.recruitmentplatform.com/apply-app/pages/application-form?jobId=P4CFK026203F3VBQB7V7VV4AO-100860";"https://euraxess.ec.europa.eu/jobs/671468"
"Assistant Professor";"First Stage Researcher (R1)";"NOVA Information Management School (NOVA IMS)";"Computer science, Informatics";"35";"Portugal";"Lisboa";"https://www.novaims.unl.pt/quem-somos-bolsa-de-emprego-ofertas-de-emprego?d=234";"https://euraxess.ec.europa.eu/jobs/700483"
"Fully-funded Insight PhD position to study the social behaviour of AI agents";"First Stage Researcher (R1)";"University College Dublin";"Computer science, Sociology, Social shaping of technology";"NA";"Ireland";"Belfield";"mailto:dara.gannon@ucd.ie";"https://euraxess.ec.europa.eu/jobs/700358"
"PhD Fellow in “Decision Analyses of Human and Digital Navigators in Ship Encounters at Bridge...";"First Stage Researcher (R1)";"UiT The Arctic University of Norway";"Computer science ,Engineering ,Psychological sciences ,Technology, Future technology";"37,5";"Norway";"Tromsø";"https://www.jobbnorge.no/en/available-jobs/job/213056/phd-fellow-in-decision-analyses-of-human-and-digital-navigators-in-ship-encounters-at-bridge-simulator-environments-to-support-autonomous-shipping";"https://euraxess.ec.europa.eu/jobs/698816"
"Postdoctoral Fellowship in Digital Transformation";"Recognised Researcher (R2)";"NTNU Norwegian University of Science and Technology";"Computer science";"37,5";"Norway";"Trondheim";"https://www.jobbnorge.no/en/available-jobs/job/213400/postdoctoral-fellowship-in-digital-transformation";"https://euraxess.ec.europa.eu/jobs/696132"
"Postdoctoral Fellowship in Educational Technology";"Recognised Researcher (R2)";"NTNU Norwegian University of Science and Technology";"Computer science";"37,5";"Norway";"Gjøvik";"https://www.jobbnorge.no/en/available-jobs/job/213423/postdoctoral-fellowship-in-educational-technology";"https://euraxess.ec.europa.eu/jobs/695364"
"211-0103/21-2N Tenure-track assistant professor in Systems";"Established Researcher (R3) , Leading Researcher (R4)";"University of Copenhagen";"Computer science";"37";"Denmark";"Copenhagen";"https://candidate.hr-manager.net/ApplicationForm/SinglePageApplicationForm.aspx?cid=1307&departmentId=18971&ProjectId=154844&MediaId=4636";"https://euraxess.ec.europa.eu/jobs/688229"
"Full Professorship in Algorithmic Foundations for Machine Learning, at Computer Science";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"Aarhus University (AU)";"Computer science ,Philosophy ,Technology";"";"Denmark";"Aarhus C";"https://au.emply.net/recruitment/vacancyApply.aspx?publishingId=3fbb43cc-95da-4010-8970-ea5ec9820f28";"https://euraxess.ec.europa.eu/jobs/687310"
"Professor/Associate Professor/Assistant Professor in the Centre for Evaluation Studies";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"BNU-HKBU UNITED INTERNATIONAL COLLEGE";"Economics ,Management sciences";"";"";"";"https://www.timeshighereducation.com/unijobs/listing/265058/professor-associate-professor-assistant-professor-in-the-centre-for-evaluation-studies/?TrackID=427338&utm_source=euraxess&utm_medium=aggregator&utm_campaign=2021-11-03";"https://euraxess.ec.europa.eu/jobs/681799"
"School of Music-Academic Leadership Appointments (Tenured Positions)";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"THE CHINESE UNIVERSITY OF HONG KONG - SHENZHEN";"Arts";"";"";"";"https://www.timeshighereducation.com/unijobs/listing/249795/school-of-music-academic-leadership-appointments-tenured-positions-/?TrackID=427338&utm_source=euraxess&utm_medium=aggregator&utm_campaign=2021-11-03";"https://euraxess.ec.europa.eu/jobs/678797"
"Postdoctoral Fellow in Systems Engineering for Smart Planning Support Systems";"Recognised Researcher (R2)";"NTNU Norwegian University of Science and Technology";"Computer science";"37,5";"Norway";"Ålesund";"https://www.jobbnorge.no/en/available-jobs/job/214107/postdoctoral-fellow-in-systems-engineering-for-smart-planning-support-systems";"https://euraxess.ec.europa.eu/jobs/702623"
"Postdoctoral Fellow in System Engineering for Smart Planning Support System";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"NORWEGIAN UNIVERSITY OF SCIENCE & TECHNOLOGY - NTNU";"Engineering";"";"";"";"https://www.timeshighereducation.com/unijobs/listing/270109/postdoctoral-fellow-in-system-engineering-for-smart-planning-support-system/?TrackID=427338&utm_source=euraxess&utm_medium=aggregator&utm_campaign=2021-11-03";"https://euraxess.ec.europa.eu/jobs/702957"
"Research Fellowship Announcement - 2 vacancies - ref NORTE86-BI-02-2021 (# of pos: 2)";"First Stage Researcher (R1)";"University of Minho";"Engineering";"35";"Portugal";"Braga";"mailto:recrutamento@algoritmi.uminho.pt";"https://euraxess.ec.europa.eu/jobs/701866"
"Postdoctoral Research Associate- Reasoning for Complexity IRG (# of pos: 2)";"First Stage Researcher (R1) , Established Researcher (R3) , Recognised Researcher (R2) , Leading Researcher (R4)";"Tecnologico de Monterrey";"Other";"40";"Mexico";"Monterrey";"https://career8.successfactors.com/sfcareer/jobreqcareer?jobId=138556&company=ITESM";"https://euraxess.ec.europa.eu/jobs/698989"
"Postdoctoral Research Associate- Reasoning for Complexity IRG (# of pos: 3)";"First Stage Researcher (R1) , Established Researcher (R3) , Recognised Researcher (R2) , Leading Researcher (R4)";"Tecnologico de Monterrey";"Other";"40";"Mexico";"Mexico City";"https://career8.successfactors.com/sfcareer/jobreqcareer?jobId=138628&company=ITESM";"https://euraxess.ec.europa.eu/jobs/698982"
"Post doct at Ecole polytechnique";"First Stage Researcher (R1) , Recognised Researcher (R2)";"Ecole Polytechnique";"Computer science, Database management ,Computer science, Programming";"38";"France";"palaiseau";"mailto:yanlei.diao@polytechnique.edu";"https://euraxess.ec.europa.eu/jobs/696127"
"PhD Candidate Genetics of Healthy Aging";"First Stage Researcher (R1)";"Leiden University Medical Center (LUMC)";"Medical sciences";"36.0";"Netherlands";"Leiden";"https://www.academictransfer.com/305191/phd-candidate-genetics-of-healthy-aging/apply/#apply";"https://euraxess.ec.europa.eu/jobs/695989"
"Assistant Professor of Finance (1.0 FTE)";"Established Researcher (R3) , Leading Researcher (R4)";"Utrecht University";"Economics";"40.0";"Netherlands";"Utrecht";"https://www.academictransfer.com/304834/assistant-professor-of-finance-10-fte/apply/#apply";"https://euraxess.ec.europa.eu/jobs/691195"
"Data Analyst UPF-La Caixa - Full Time Researcher - Department of Economics and Business";"First Stage Researcher (R1)";"UNIVERSITAT POMPEU FABRA";"Economics";"35";"Spain";"Barcelona";"mailto:maria.laorden@upf.edu";"https://euraxess.ec.europa.eu/jobs/611880"
"Selection process to create a list to hire researchers to carry out the Research Project ""...";"First Stage Researcher (R1)";"UNIVERSIDAD PUBLICA DE NAVARRA";"Computer science, Programming ,Mathematics, Statistics";"37.5";"Spain";"Pamplona";"mailto:lola@unavarra.es";"https://euraxess.ec.europa.eu/jobs/687867"
"Research Fellowship - 1 vacancy - ref NORTE86-BI-11-2021";"First Stage Researcher (R1)";"University of Minho";"Engineering";"35";"Portugal";"Guimarães";"mailto:recrutamento@algoritmi.uminho.pt";"https://euraxess.ec.europa.eu/jobs/702902"
"FEUP | One Assistant Professor Chemical Engineering | PUBLIC NOTICE N. 1078/2021";"First Stage Researcher (R1)";"University of Porto";"Engineering, Chemical engineering";"35";"Portugal";"Porto";"https://sigarra.up.pt/spup/pt/noticias_geral.ver_noticia?p_nr=55288";"https://euraxess.ec.europa.eu/jobs/691087"
"Software Engineer / Wikibase specialist at the Open Science Lab (m/f/d)";"First Stage Researcher (R1)";"Technische Informationsbibliothek (TIB)";"Computer science ,Information science ,Mathematics";"39.80";"Germany";"Hannover";"https://tib.eu/bewerbungsformular-76-2021eng";"https://euraxess.ec.europa.eu/jobs/700393"
"Researcher";"First Stage Researcher (R1)";"Institute of Applied and Computational Mathematics, Foundation for Research and Technology - Hellas";"Environmental science, Earth science";"40";"Greece";"Heraklion, Crete";"mailto:mariapap@iacm.forth.gr";"https://euraxess.ec.europa.eu/jobs/703387"
"Research Scientist";"First Stage Researcher (R1)";"Institute of Image-Guided Surgery of Strasbourg";"Computer science, Other";"35";"France";"Strasbourg";"mailto:alexandros.karargyri@ihu-strasbourg.eu";"https://euraxess.ec.europa.eu/jobs/703294"
"Postdoc SARS-CoV-2 Cellular Immunity";"Recognised Researcher (R2)";"ISGLOBAL";"Biological sciences ,Medical sciences";"40";"Spain";"Barcelona";"https://www.isglobal.org/job-offer/-/asset_publisher/SoHWcP7yPV32/content/postdoc-sars-cov-2-cellular-immunity";"https://euraxess.ec.europa.eu/jobs/702240"
"Sano PhD Student - Project title: Generation and analysis of microscopy images compared to other...";"First Stage Researcher (R1)";"Sano Centre for Computational Personalized Medicine";"Computer science";"40";"Poland";"Kraków";"https://sano.elevato.net/en/sano-phd-position-generation-and-analysis-of-microscopy-images-compared-to-other-modalities,ja,86";"https://euraxess.ec.europa.eu/jobs/701867"
"Bioinformatician multi-omics";"Recognised Researcher (R2)";"Radboud University Medical Center (Radboudumc)";"Medical sciences";"36.0";"Netherlands";"Nijmegen";"https://www.academictransfer.com/305757/bioinformatician-multi-omics/apply/#apply";"https://euraxess.ec.europa.eu/jobs/701011"
"Group Leaders, Postdocs and PhD Students (f/m/d)";"First Stage Researcher (R1) , Recognised Researcher (R2)";"University Hospital Tuebingen";"Medical sciences ,Physics ,Technology";"40.0";"Netherlands";"Tübingen";"https://www.academictransfer.com/305750/group-leaders-postdocs-and-phd-students-fmd/apply/#apply";"https://euraxess.ec.europa.eu/jobs/701012"
"PhD candidate ‘Development of explainable AI methods for end-to-end-learning with gigapixel images...";"First Stage Researcher (R1)";"Radboud University Medical Center (Radboudumc)";"Medical sciences";"36.0";"Netherlands";"Nijmegen";"https://www.academictransfer.com/305711/phd-candidate-development-of-explainable-ai-methods-for-end-to-end-learning-with-gigapixel-images-in-the-bigpicture-consortium/apply/#apply";"https://euraxess.ec.europa.eu/jobs/700604"
"PhD candidate ‘Improving care for prostate cancer patient through AI-driven radiology/pathology...";"First Stage Researcher (R1)";"Radboud University Medical Center (Radboudumc)";"Medical sciences";"36.0";"Netherlands";"Nijmegen";"https://www.academictransfer.com/305712/phd-candidate-improving-care-for-prostate-cancer-patient-through-ai-driven-radiologypathology-fusion/apply/#apply";"https://euraxess.ec.europa.eu/jobs/700603"
"An explainable AI platform development for breast cancer risk prediction from mammograms (...";"First Stage Researcher (R1)";"University of East Anglia";"Biological sciences ,Engineering";"";"United Kingdom";"Norwich";"https://www.uea.ac.uk/apply/postgraduate/research";"https://euraxess.ec.europa.eu/jobs/698379"
"Postdoctoral position in machine learning and bioinformatics";"Recognised Researcher (R2)";"Université Libre de Bruxelles";"Computer science, Medical sciences, Other";"40";"Belgium";"Brussels";"mailto:Tom.Lenaerts@ulb.be";"https://euraxess.ec.europa.eu/jobs/697360"
"Postdoctoral Researcher in Bioinformatics/Cheminformatics (4 yrs), using OpenAPI, FAIR, and Docker...";"Recognised Researcher (R2)";"Maastricht University (UM)";"Medical sciences ,Physics ,Technology";"40.0";"Netherlands";"Maastricht";"https://www.academictransfer.com/305329/postdoctoral-researcher-in-bioinformaticscheminformatics-4-yrs-using-openapi-fair-and-docker-for-predictive-toxicology-and-risk-assessment-10-fte-faculty-of-health-medicine-and-life-sciencesschool-nutrimdepartment-of-bioinformatics-bigcat/apply/#apply";"https://euraxess.ec.europa.eu/jobs/697005"
"PhD on Using Machine Learning to Measure Performance in Healthcare";"First Stage Researcher (R1) , Recognised Researcher (R2)";"Vlerick Business School";"Medical sciences ,Physics ,Technology";"40.0";"Belgium";"Ghent";"https://www.academictransfer.com/305278/phd-on-using-machine-learning-to-measure-performance-in-healthcare/apply/#apply";"https://euraxess.ec.europa.eu/jobs/696452"
"Selection process to create a list to hire assistant researchers to carry out the Research Project...";"First Stage Researcher (R1)";"UNIVERSIDAD PUBLICA DE NAVARRA";"Computer science, Database management";"37.5";"Spain";"Pamplona";"mailto:lola@unavarra.es";"https://euraxess.ec.europa.eu/jobs/694618"
"Postdoc Reliable Estimation of Extreme Wind Gusts using Machine Learning";"Recognised Researcher (R2)";"Delft University of Technology (TU Delft)";"Technology";"40.0";"Netherlands";"Delft";"https://www.academictransfer.com/305039/postdoc-reliable-estimation-of-extreme-wind-gusts-using-machine-learning/apply/#apply";"https://euraxess.ec.europa.eu/jobs/694371"
"Imaging Specialist for computational imaging systems";"Established Researcher (R3)";"IMEC";"Engineering, Electrical engineering";"40";"Belgium";"Leuven";"https://www.imec.be/nl/je-carriere-bij-imec/vacatures/imaging-specialist-computational-imaging-systems";"https://euraxess.ec.europa.eu/jobs/693581"
"Postdoctoral Researcher in Artificial Intelligence (AI) for algorithmic decision making (# of pos: 2)";"Established Researcher (R3) , Recognised Researcher (R2)";"Vrije Universiteit Brussel";"Computer science, Economics, Other";"38";"Belgium";"Brussels";"mailto:sam.verboven@vub.be";"https://euraxess.ec.europa.eu/jobs/683433"
"Thesis in environmental seismology and machine learning [M / F]";"First Stage Researcher (R1)";"CNRS";"Astronomy ,Environmental science ,Geosciences";"35";"France";"STRASBOURG";"https://emploi.cnrs.fr/Candidat/Offre/UMR7063-CLEHIB-002/Candidater.aspx";"https://euraxess.ec.europa.eu/jobs/703020"
"Climate change impacts on wildfire risk in seasonally dry forests (JONES_UENV22ARIES)";"First Stage Researcher (R1)";"University of East Anglia";"Agricultural sciences ,Environmental science ,Geography ,Mathematics";"";"United Kingdom";"Norwich";"https://www.uea.ac.uk/apply/postgraduate/research";"https://euraxess.ec.europa.eu/jobs/698955"
"Scientist European Biodiversity Monitoring";"First Stage Researcher (R1)";"University of Amsterdam (UvA)";"Physics";"38.0";"Netherlands";"Amsterdam";"https://www.academictransfer.com/305385/scientist-european-biodiversity-monitoring/apply/#apply";"https://euraxess.ec.europa.eu/jobs/697454"
"AI expert";"First Stage Researcher (R1)";"Institute of Applied and Computational Mathematics, Foundation for Research and Technology - Hellas";"Environmental science, Earth science ,Environmental science, Other";"40";"Greece";"Heraklion, Crete";"mailto:mariapap@iacm.forth.gr";"https://euraxess.ec.europa.eu/jobs/694172"
"Researcher - Data and Al-driven Smart City Applications (# of pos: 2)";"Recognised Researcher (R2)";"Masaryk University - Faculty of Science";"Mathematics, Applied mathematics";"40";"Czech Republic";"Brno";"https://www.muni.cz/en/about-us/careers/vacancies/64238";"https://euraxess.ec.europa.eu/jobs/680787"
"PhD position ""Multi-Omics Network Reconstruction during plant development";"First Stage Researcher (R1)";"Wageningen University & Research";"Agricultural sciences";"38.0";"Netherlands";"Wageningen";"https://www.academictransfer.com/305595/phd-position-multi-omics-network-reconstruction-during-plant-development/apply/#apply";"https://euraxess.ec.europa.eu/jobs/699527"
"PhD position; Statistical models for production ecology";"First Stage Researcher (R1)";"Wageningen University & Research";"Agricultural sciences";"38.0";"Netherlands";"Wageningen";"https://www.academictransfer.com/305594/phd-position-statistical-models-for-production-ecology/apply/#apply";"https://euraxess.ec.europa.eu/jobs/699528"
"Post-doc on Artificial Intelligence for Digital Farm Twins";"Recognised Researcher (R2)";"Wageningen University & Research";"Physics";"38.0";"Netherlands";"Wageningen";"https://www.academictransfer.com/305517/post-doc-on-artificial-intelligence-for-digital-farm-twins/apply/#apply";"https://euraxess.ec.europa.eu/jobs/699144"
"PhD in Haptic Skins for Robot Touch Sensing";"First Stage Researcher (R1)";"Eindhoven University of Technology (TU/e)";"Technology";"38.0";"Netherlands";"Eindhoven";"https://www.academictransfer.com/305451/phd-in-haptic-skins-for-robot-touch-sensing/apply/#apply";"https://euraxess.ec.europa.eu/jobs/698164"
"ERA Chair in Artificial Intelligence for Robotics - new deadline for submission - November 10, 2021";"Established Researcher (R3) , Leading Researcher (R4)";"University of Zagreb, Faculty of Electrical Engineering and Computing";"Computer science, Cybernetics ,Engineering, Control engineering ,Engineering, Electrical engineering ,Engineering, Mechanical engineering ,Engineering, Other";"40";"Croatia";"Zagreb";"mailto:ivan.petrovic@fer.hr";"https://euraxess.ec.europa.eu/jobs/694469"
"PhD on Visuotactile perception for robot manipulation";"First Stage Researcher (R1)";"Eindhoven University of Technology (TU/e)";"Technology";"38.0";"Netherlands";"Eindhoven";"https://www.academictransfer.com/305024/phd-on-visuotactile-perception-for-robot-manipulation/apply/#apply";"https://euraxess.ec.europa.eu/jobs/693784"
"PhD in creating a cognitive framework for visuotactile robotic manipulation";"First Stage Researcher (R1)";"Eindhoven University of Technology (TU/e)";"Technology";"38.0";"Netherlands";"Eindhoven";"https://www.academictransfer.com/304827/phd-in-creating-a-cognitive-framework-for-visuotactile-robotic-manipulation/apply/#apply";"https://euraxess.ec.europa.eu/jobs/691198"
"SMARTGYSUM-ESR13: “Digital twins of prosumers using socioeconomical factors and big data for...";"First Stage Researcher (R1)";"Siemens Industry Software SAS";"Engineering, Electronic engineering";"37.5";"France";"Lyon and Belfort";"mailto:recruitment@smartgysum.eu";"https://euraxess.ec.europa.eu/jobs/670923"
"SMARTGYSUM-ESR06: “EV chargers, developing an active bidirectional charger able to provide...";"First Stage Researcher (R1)";"Gdańsk University of Technology";"Engineering, Electronic engineering";"40";"Poland";"Gdańsk";"mailto:recruitment@smartgysum.eu";"https://euraxess.ec.europa.eu/jobs/670880"
"SMARTGYSUM-ESR05: “Energy Router for Hybrid Microgrids for efficient and robust energy and power...";"First Stage Researcher (R1)";"Chernihiv National University of Technology";"Engineering, Electronic engineering";"37.5";"Ukraine";"Chernihiv";"mailto:recruitment@smartgysum.eu";"https://euraxess.ec.europa.eu/jobs/669756"
"Researcher, Privacy in Digital Health (# of pos: 6)";"Recognised Researcher (R2) , Established Researcher (R3)";"Stelar Security Technology Law Research";"Computer science, Computer architecture ,Computer science, Computer systems ,Computer science, Cybernetics ,Computer science, Database management ,Computer science, Informatics ,Computer science, Programming ,Computer science, Systems design ,Engineering, Biomedical engineering ,Engineering, Knowledge engineering ,Engineering, Systems engineering ,Ethics in health sciences, Technology, Telecommunications technology";"14";"Germany";"Hamburg";"mailto:ts@stelar.de";"https://euraxess.ec.europa.eu/jobs/689317"
